degree,downregulated.regen_Fraction_sp_less4,downregulated.stress_Fraction_sp_less4,downregulated.wound_Fraction_sp_less4,msigdb.regen_Fraction_sp_less4,msigdb.stress_Fraction_sp_less4,msigdb.wound_Fraction_sp_less4,upregulated.regen_Fraction_sp_less4,upregulated.stress_Fraction_sp_less4,upregulated.wound_Fraction_sp_less4,downregulated.regen_Fraction_sp_less4.1,downregulated.stress_Fraction_sp_less4.1,downregulated.wound_Fraction_sp_less4.1,msigdb.regen_Fraction_sp_less4.1,msigdb.stress_Fraction_sp_less4.1,msigdb.wound_Fraction_sp_less4.1,upregulated.regen_Fraction_sp_less4.1,upregulated.stress_Fraction_sp_less4.1,upregulated.wound_Fraction_sp_less4.1,label,gene_list
5,0.0144288099212974,0.00596231814929645,0.0279036489387074,0.00202718817076079,0.0181254471738612,0.011686143572621,0.0145480562842833,0.00858573813498688,0.0124016217505366,0.0144288099212974,0.00596231814929645,0.0279036489387074,0.00202718817076079,0.0181254471738612,0.011686143572621,0.0145480562842833,0.00858573813498688,0.0124016217505366,1,CPEB3
2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CPEB2
2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SRBD1
5,0.00166944908180301,0.00321965180062008,0.000834724540901503,0.000238492725971858,0.00429286906749344,0.000715478177915574,0.00155020271881708,0.00298115907464822,0.00238492725971858,0.00166944908180301,0.00321965180062008,0.000834724540901503,0.000238492725971858,0.00429286906749344,0.000715478177915574,0.00155020271881708,0.00298115907464822,0.00238492725971858,0,ABAT
5,0.000357739088957787,0.000357739088957787,0.000238492725971858,0.000119246362985929,0.000238492725971858,0,0.000119246362985929,0.000238492725971858,0.000238492725971858,0.000357739088957787,0.000357739088957787,0.000238492725971858,0.000119246362985929,0.000238492725971858,0,0.000119246362985929,0.000238492725971858,0.000238492725971858,0,PHOX2A
4,0,0,0,0,0.000238492725971858,0,0,0.000119246362985929,0.000119246362985929,0,0,0,0,0.000238492725971858,0,0,0.000119246362985929,0.000119246362985929,1,PHOX2B
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPK2
10,0.0172907226329597,0.00441211543047937,0.0112091581206773,0.00250417362270451,0.0104936799427617,0.00763176723109945,0.00930121631290246,0.00584307178631052,0.00930121631290246,0.0172907226329597,0.00441211543047937,0.0112091581206773,0.00250417362270451,0.0104936799427617,0.00763176723109945,0.00930121631290246,0.00584307178631052,0.00930121631290246,0,CFH
4,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,CFI
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ANKFY1
2,0.000238492725971858,0.000119246362985929,0.00143095635583115,0,0.000476985451943716,0.000238492725971858,0.000596231814929645,0,0.000596231814929645,0.000238492725971858,0.000119246362985929,0.00143095635583115,0,0.000476985451943716,0.000238492725971858,0.000596231814929645,0,0.000596231814929645,0,CFB
8,0.0122823753875507,0.0045313617934653,0.0258764607679466,0.00202718817076079,0.0158597662771285,0.00810875268304317,0.013355592654424,0.00739327450512759,0.010016694490818,0.0122823753875507,0.0045313617934653,0.0258764607679466,0.00202718817076079,0.0158597662771285,0.00810875268304317,0.013355592654424,0.00739327450512759,0.010016694490818,0,CFP
24,0.00894347722394467,0.0109706653947055,0.00739327450512759,0.00166944908180301,0.0186024326258049,0.00381588361554973,0.00560457906033866,0.00953970903887431,0.00870498449797281,0.00894347722394467,0.0109706653947055,0.00739327450512759,0.00166944908180301,0.0186024326258049,0.00381588361554973,0.00560457906033866,0.00953970903887431,0.00870498449797281,0,AAAS
28,0.0186024326258049,0.0120438826615788,0.0306463152873837,0.00321965180062008,0.0298115907464822,0.0113284044836632,0.0236107798712139,0.015025041736227,0.0193179108037205,0.0186024326258049,0.0120438826615788,0.0306463152873837,0.00321965180062008,0.0298115907464822,0.0113284044836632,0.0236107798712139,0.015025041736227,0.0193179108037205,0,SIDT1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIDT2
7,0.00858573813498688,0.00882423086095874,0.00703553541616981,0.00143095635583115,0.0144288099212974,0.00262341998569044,0.0053660863343668,0.00560457906033866,0.00798950632005724,0.00858573813498688,0.00882423086095874,0.00703553541616981,0.00143095635583115,0.0144288099212974,0.00262341998569044,0.0053660863343668,0.00560457906033866,0.00798950632005724,0,AAGAB
216,0.000715478177915574,0.00131170999284522,0.000357739088957787,0.000476985451943716,0.000834724540901503,0.000357739088957787,0.000476985451943716,0.00166944908180301,0.000596231814929645,0.000715478177915574,0.00131170999284522,0.000357739088957787,0.000476985451943716,0.000834724540901503,0.000357739088957787,0.000476985451943716,0.00166944908180301,0.000596231814929645,0,C4orf17
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCYL1
36,0.00357739088957787,0.00727402814214166,0.00476985451943716,0.00119246362985929,0.0196756498926783,0.00143095635583115,0.00441211543047937,0.00465060815645123,0.00643930360124016,0.00357739088957787,0.00727402814214166,0.00476985451943716,0.00119246362985929,0.0196756498926783,0.00143095635583115,0.00441211543047937,0.00465060815645123,0.00643930360124016,0,ABCE1
25,0.0137133317433818,0.0114476508466492,0.0162175053660863,0.00178869544478893,0.03016932983544,0.00715478177915574,0.0149057953732411,0.0143095635583115,0.015144288099213,0.0137133317433818,0.0114476508466492,0.0162175053660863,0.00178869544478893,0.03016932983544,0.00715478177915574,0.0149057953732411,0.0143095635583115,0.015144288099213,0,TEN1-CDK3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZNF117
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZNF114
11,0.000834724540901503,0.000953970903887431,0.000596231814929645,0.000238492725971858,0.000715478177915574,0.000238492725971858,0.00143095635583115,0.000834724540901503,0.000596231814929645,0.000834724540901503,0.000953970903887431,0.000596231814929645,0.000238492725971858,0.000715478177915574,0.000238492725971858,0.00143095635583115,0.000834724540901503,0.000596231814929645,0,SEZ6L
4,0.00155020271881708,0.00500834724540901,0.00250417362270451,0.000476985451943716,0.0107321726687336,0.00107321726687336,0.00190794180777486,0.00214643453374672,0.00465060815645123,0.00155020271881708,0.00500834724540901,0.00250417362270451,0.000476985451943716,0.0107321726687336,0.00107321726687336,0.00190794180777486,0.00214643453374672,0.00465060815645123,0,PRKAR2A
2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,PRKAR2B
6,0.00166944908180301,0.00250417362270451,0.0036966372525638,0,0.0045313617934653,0.000357739088957787,0.00310040543763415,0.000953970903887431,0.00190794180777486,0.00166944908180301,0.00250417362270451,0.0036966372525638,0,0.0045313617934653,0.000357739088957787,0.00310040543763415,0.000953970903887431,0.00190794180777486,0,MAGT1
5,0.00190794180777486,0.00166944908180301,0.00166944908180301,0.000357739088957787,0.0062008108752683,0.00119246362985929,0.00107321726687336,0.00286191271166229,0.00166944908180301,0.00190794180777486,0.00166944908180301,0.00166944908180301,0.000357739088957787,0.0062008108752683,0.00119246362985929,0.00107321726687336,0.00286191271166229,0.00166944908180301,0,ITGA2B
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHACTR1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR2K2
2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,PHACTR3
2,0.0115668972096351,0.00476985451943716,0.0258764607679466,0.00214643453374672,0.0163367517290723,0.00810875268304317,0.0131170999284522,0.00775101359408538,0.00942046267588839,0.0115668972096351,0.00476985451943716,0.0258764607679466,0.00214643453374672,0.0163367517290723,0.00810875268304317,0.0131170999284522,0.00775101359408538,0.00942046267588839,0,CASP5
3,0,1,0,0,0.5,0,0,0.5,0,0,1,0,0,0.5,0,0,0.5,0,0,NR1D1
5,0,1,0,0,0.5,0,0,0.5,0,0,1,0,0,0.5,0,0,0.5,0,0,NR1D2
8,0.00763176723109945,0.00727402814214166,0.0162175053660863,0.00119246362985929,0.0227760553303124,0.00632005723825423,0.00882423086095874,0.00894347722394467,0.0104936799427617,0.00763176723109945,0.00727402814214166,0.0162175053660863,0.00119246362985929,0.0227760553303124,0.00632005723825423,0.00882423086095874,0.00894347722394467,0.0104936799427617,0,OGFR
95,0.0330312425471023,0.0245647507751014,0.0355354161698068,0.0062008108752683,0.0535416169806821,0.0169329835440019,0.0248032435010732,0.0258764607679466,0.03016932983544,0.0330312425471023,0.0245647507751014,0.0355354161698068,0.0062008108752683,0.0535416169806821,0.0169329835440019,0.0248032435010732,0.0258764607679466,0.03016932983544,0,PTCH2
3,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0,0,0.333333333333333,1,PTCH1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIMM44
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RAD9B
103,0.0308848080133556,0.0225375626043406,0.0356546625327928,0.00465060815645123,0.0487717624612449,0.0164559980920582,0.0311233007393274,0.0236107798712139,0.0323157643691867,0.0308848080133556,0.0225375626043406,0.0356546625327928,0.00465060815645123,0.0487717624612449,0.0164559980920582,0.0311233007393274,0.0236107798712139,0.0323157643691867,0,RAD9A
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERGIC2
5,0.00441211543047937,0.00476985451943716,0.00691628905318388,0.000596231814929645,0.0106129263057477,0.00250417362270451,0.00691628905318388,0.00405437634152158,0.00596231814929645,0.00441211543047937,0.00476985451943716,0.00691628905318388,0.000596231814929645,0.0106129263057477,0.00250417362270451,0.00691628905318388,0.00405437634152158,0.00596231814929645,0,ERGIC3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERGIC1
3,0.000119246362985929,0.000119246362985929,0,0.000119246362985929,0.000715478177915574,0.000119246362985929,0,0,0.000238492725971858,0.000119246362985929,0.000119246362985929,0,0.000119246362985929,0.000715478177915574,0.000119246362985929,0,0,0.000238492725971858,0,B3GAT3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3GAT2
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3GAT1
5,0.0110899117576914,0.010135940853804,0.00942046267588839,0.00131170999284522,0.0135940853803959,0.00441211543047937,0.00667779632721202,0.00691628905318388,0.0103744335797758,0.0110899117576914,0.010135940853804,0.00942046267588839,0.00131170999284522,0.0135940853803959,0.00441211543047937,0.00667779632721202,0.00691628905318388,0.0103744335797758,0,CALM2
4,0,0,0,0,0.000238492725971858,0,0,0.000119246362985929,0.000119246362985929,0,0,0,0,0.000238492725971858,0,0,0.000119246362985929,0.000119246362985929,0,CALM3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPG21
43,0.0394705461483425,0.0280228953016933,0.0398282852373003,0.00703553541616981,0.0612926305747675,0.0199141426186501,0.0312425471023134,0.0282613880276652,0.0366086334366802,0.0394705461483425,0.0280228953016933,0.0398282852373003,0.00703553541616981,0.0612926305747675,0.0199141426186501,0.0312425471023134,0.0282613880276652,0.0366086334366802,0,SPG20
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GSDMB
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GSDMC
43,0.0171714762699738,0.0129978535654663,0.0330312425471023,0.00286191271166229,0.033627474362032,0.0113284044836632,0.0181254471738612,0.0132363462914381,0.0200333889816361,0.0171714762699738,0.0129978535654663,0.0330312425471023,0.00286191271166229,0.033627474362032,0.0113284044836632,0.0181254471738612,0.0132363462914381,0.0200333889816361,0,GSDMD
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPK1A
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPK1B
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DLGAP2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DLGAP3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DLGAP1
3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,DLGAP4
126,0.0209873598855235,0.0110899117576914,0.0324350107321727,0.00357739088957787,0.0307655616503697,0.0112091581206773,0.0215835917004531,0.015144288099213,0.0197948962556642,0.0209873598855235,0.0110899117576914,0.0324350107321727,0.00357739088957787,0.0307655616503697,0.0112091581206773,0.0215835917004531,0.015144288099213,0.0197948962556642,0,DLGAP5
32,0.00977820176484617,0.00357739088957787,0.0141903171953255,0.00166944908180301,0.0143095635583115,0.00429286906749344,0.010016694490818,0.00727402814214166,0.00691628905318388,0.00977820176484617,0.00357739088957787,0.0141903171953255,0.00166944908180301,0.0143095635583115,0.00429286906749344,0.010016694490818,0.00727402814214166,0.00691628905318388,0,OIP5
8,0.00417362270450751,0.0062008108752683,0.00262341998569044,0.00131170999284522,0.00715478177915574,0.00226568089673265,0.0036966372525638,0.00512759360839494,0.0045313617934653,0.00417362270450751,0.0062008108752683,0.00262341998569044,0.00131170999284522,0.00715478177915574,0.00226568089673265,0.0036966372525638,0.00512759360839494,0.0045313617934653,0,FAM169A
29,0.023491533508228,0.018483186262819,0.0366086334366802,0.00405437634152158,0.0414977343191033,0.0140710708323396,0.0267111853088481,0.0195564035296923,0.026830431671834,0.023491533508228,0.018483186262819,0.0366086334366802,0.00405437634152158,0.0414977343191033,0.0140710708323396,0.0267111853088481,0.0195564035296923,0.026830431671834,0,PTPN18
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LRRFIP2
12,0.0248032435010732,0.015025041736227,0.01669449081803,0.00476985451943716,0.0270689243978059,0.0125208681135225,0.0143095635583115,0.0147865490102552,0.0180062008108753,0.0248032435010732,0.015025041736227,0.01669449081803,0.00476985451943716,0.0270689243978059,0.0125208681135225,0.0143095635583115,0.0147865490102552,0.0180062008108753,1,PTPN13
42,0.031958025280229,0.0169329835440019,0.0391128070593847,0.00548533269735273,0.0388743143334128,0.0195564035296923,0.0256379680419747,0.0213450989744813,0.0281421416646792,0.031958025280229,0.0169329835440019,0.0391128070593847,0.00548533269735273,0.0388743143334128,0.0195564035296923,0.0256379680419747,0.0213450989744813,0.0281421416646792,0,PTPN12
40,0.0347006916289053,0.0228953016932984,0.0367278797996661,0.0062008108752683,0.0529453851657524,0.0182446935368471,0.0308848080133556,0.0256379680419747,0.0326735034581445,0.0347006916289053,0.0228953016932984,0.0367278797996661,0.0062008108752683,0.0529453851657524,0.0182446935368471,0.0308848080133556,0.0256379680419747,0.0326735034581445,1,PTPN11
2,0.0110899117576914,0.00572382542332459,0.00834724540901502,0.00178869544478893,0.0107321726687336,0.00465060815645123,0.00727402814214166,0.00488910088242309,0.010135940853804,0.0110899117576914,0.00572382542332459,0.00834724540901502,0.00178869544478893,0.0107321726687336,0.00465060815645123,0.00727402814214166,0.00488910088242309,0.010135940853804,0,PTPN14
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LYAR
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAPPC6A
82,0.0208681135225376,0.0147865490102552,0.0357739088957787,0.00321965180062008,0.0327927498211305,0.0125208681135225,0.0245647507751014,0.0163367517290723,0.0226568089673265,0.0208681135225376,0.0147865490102552,0.0357739088957787,0.00321965180062008,0.0327927498211305,0.0125208681135225,0.0245647507751014,0.0163367517290723,0.0226568089673265,0,MZB1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRAPPC6B
28,0.0103744335797758,0.011805389935607,0.0129978535654663,0.00155020271881708,0.0255187216789888,0.0053660863343668,0.0112091581206773,0.0129978535654663,0.0125208681135225,0.0103744335797758,0.011805389935607,0.0129978535654663,0.00155020271881708,0.0255187216789888,0.0053660863343668,0.0112091581206773,0.0129978535654663,0.0125208681135225,0,CDK3
9,0.00870498449797281,0.00357739088957787,0.0230145480562843,0.00155020271881708,0.0122823753875507,0.00667779632721202,0.0106129263057477,0.00548533269735273,0.00798950632005724,0.00870498449797281,0.00357739088957787,0.0230145480562843,0.00155020271881708,0.0122823753875507,0.00667779632721202,0.0106129263057477,0.00548533269735273,0.00798950632005724,0,HLA-DQB1
2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,MSMB
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HLA-DQB2
